movie_title,original_description,true_genre,predicted_genre
The Horizontal Lieutenant,"A luckless army intelligence lieutenant finds himself stationed on a remote island army outpost during World War II, where all the action is between the sheets.",romance,action
Upside Out,Troubled by a repeated experiences with violence a young man seeks the help of a noted Psychologist and group therapy in an attempt rid himself of bad dreams.,action,horror
Magic Hour,"On the night of the apocalypse, a young couple spends their last hours struggling to stay alive long enough to be together before the end.",romance,horror
Fallen Dreams,A seemingly close group of friends living in a big private building find out they have less than twenty four hours to vacate the property. Not having anywhere to go they start to question,action,horror
A God Among Sheep -- The RIse of Maria Salvatore,"They said she was a woman, only good for sex and making babies, she would never be a Boss. She vowed to show them a different truth, a hard truth, a woman can be whatever they chose to be.",action,romance
Peligrosa obsesión,"An Argentine truck driver is apparently on a routine trip through Rio de Janeiro when he meets a mysterious countryman, with opposite personality traits. They ultimately travel back to",action,romance
El niño y el tiburón,"Fermin, the son of a fisherman, befriends a shark he sees wounded on the beach who he nurses back to health.",action,romance
Horndogs Beach Party,"The water is cold and the girls are hot, what more could you want? Jump in and go for a swim, then wash up for a fun night out because this beach has nothing but sand and babes.",romance,horror
The Legends of Nethiah,"A young boy whose parents are going through a bitter divorce, is given hope and courage through the powerful stories embellished by his grandfather. The stories give the boy the inner",action,romance
A Soldier's Story 2: Return from the Dead,"In Watz Republic, Regina (Linda Ejiofor) confides in her friend, Zaya (Somkele Idhalama) to look after her younger brother while she goes after the desires of her heart to be with Major Egan (Tope Tedela).",action,romance
Another Sky,"Referred to as Hong Kong's answer to ""Misery"", innocent-looking Bo-Bo Fung is an overprotective mother/nurse who is bent on revenge at all costs after the death of her son at the hands of",horror,action
The Wave,"Although anticipated, no one is really ready when the mountain pass above the scenic, narrow Norwegian fjord Geiranger collapses and creates an 85-meter high violent tsunami. A geologist is one of those caught in the middle of it.",action,romance
Lisístrata,"411 BC, Sparta and Athens are in a endless war, but Lisistrata, a beautiful woman has an idea to stop the fight, and convinces all the women to do it: no sex until there is peace.",romance,action
La puerta negra,A horse breeder needs to acquire his rival's horse at the same time protecting his three beautiful daughters from marrying three musicians who work for his rival.,action,romance
The Final Round,Two detectives must overcome their differences and track down a serial killer before he claims his next victim.,action,horror
Hell Is Empty,"When treachery and murder turn Danny's world upside down, nothing will stop him from pursuing revenge. Blending modern and classical, this retelling of Hamlet casts the Danish Prince as the",action,romance
Taking the Turn,"Phil wakes up and heads to his best friend Bobby for a day of beating up good Samaritans, stealing donuts, selling girlfriends for quick cash, and more indiscriminate, anti-social acts of misspent youth making its own tragedy.",action,romance
"The Sacrificial Temptation of the Void (as Night Slowly Falls, We Make Love)",The film explores the terror of being female amidst the accelerated haze of contemporary popular culture. Through evoking potentially abject worlds of ecstasy and pain within the settings,horror,action
Infected,A deadly virus is sweeping the country and one man may hold the key to defeating it - if he can survive.,horror,action
Ghosty,"After following in her deceased father's footsteps and becoming a police officer, a young woman experiences strange phenomena while attempting to capture a criminal that escaped from her father's custody many years before.",horror,action
CIA: Comrade in America,"A young man in Kerala has two weeks to stop the woman he loves from a fixed marriage in the U.S., but he doesn't have the papers to get there.",action,romance
Challenge of Five Gauntlets,"A desperate family has exhausted all avenue's to save their gravely ill young child... except one. They seek help from a relic hunter to track down ""Buddah's Tooth"", which is believed to have supernatural healing powers.",action,horror
Girl's Apartment,A charming gold smuggler tries to recruit equally charming air hostesses to transport gold bars to Bombay.,romance,action
Savannah,Vacationers are terrorized by an army of hungry reptiles.,action,horror
Plague Season,"A Chinese-American cop investigates a shadowy conspiracy as a deadly virus ravages the city of Boston, only to discover that he himself may hold the key to the cure.",horror,action
Las vidas posibles,The beautiful wife of a geologist frantically searches for her missing husband and is haunted by a man who bears a striking resemblance to him.,romance,horror
Journey to Midnight,"Consists of two episodes of the TV series, Journey to the Unknown (1968); Journey to the Unknown: Poor Butterfly (1969) and Journey to the Unknown: The Indian Spirit Guide (1968).",horror,action
Sukran,"College classmates Ravi and Sandhya are in love with each other. But Sandhya's cruel stepmother wants to marry her off to her uncle, a rowdy and will go to any extent to stop them.",action,romance
Final Frequency,"A PhD student ties unusual tremors in Los Angeles to rogue scientists, who will weaponize Nikola Tesla's secrets and cause massive earthquakes, if they can only find his lost notebook.",action,horror
Psssst... Halika Babae,Strictly FOR ADULTS ONLY.,action,romance
Vegas in 24 Hours,A 24 hour or else filmmaker's nightmare against the backdrop of Las Vegas... there will be a lot of pissed off people.,action,horror
Hua qian gu,"In order to avoid the resurrection of the demon, the immortal Bai Zihua led the immortal world to try to seal the demon again. He and his disciple, the orphan Hua Qiangu, develop a relationship, but face an even greater world crisis.",romance,action
Ngangkung,Ngangkung is a story about three best friends and their endeavors in getting the winning number for lottery. Troubles (and laughter) ensued as they tried their best to win the winning prize,horror,romance
Gunpowder Milkshake,Three generations of women fight back against those who could take everything from them.,action,horror
Death of a Porn Crew,"A satire of the porn industry, it's about three friends who take a cash advance to film a porn for the intimidating Mr. Dong. Once they blow all the money and have no video for him he goes after them for revenge.",horror,action
